frame_path,video_name,label,split,frame_index,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,nose_x,nose_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_knee_angle,right_knee_angle,left_elbow_angle,right_elbow_angle,left_hip_angle,right_hip_angle,left_body_line,right_body_line,torso_angle,left_knee_bend,right_knee_bend,head_drop,left_shoulder_shrug,right_shoulder_shrug,arm_symmetry,leg_symmetry,hip_symmetry,form_label
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0088.jpg,v_BodyWeightSquats_g18_c04,squats,train,88,0.584432,0.323233,0.503212,0.32476,0.490978,0.377595,0.423961,0.367087,0.387193,0.361133,0.350537,0.352091,0.591233,0.581432,0.526629,0.57668,0.556407,0.780983,0.46946,0.736244,0.573893,0.935362,0.457466,0.917098,0.5079,0.231387,0.539399,0.225164,0.521388,0.22372,163.63811652504705,164.08244257705383,140.80049920941974,140.35051858640324,168.5914565262468,154.97763645478867,175.68625209799512,163.20484847481686,178.49032760531546,-0.017486,0.011994000000000005,-0.09184599999999998,-0.09806899999999999,-0.10103999999999999,0.44998062301650066,0.44432605200677244,13.613820071458122,bad
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0089.jpg,v_BodyWeightSquats_g18_c04,squats,train,89,0.589355,0.303071,0.505232,0.300732,0.500967,0.364782,0.41868,0.34507,0.394037,0.351637,0.347163,0.343764,0.584351,0.573087,0.522409,0.565769,0.565782,0.782141,0.484598,0.739114,0.57672,0.937992,0.459212,0.912627,0.513867,0.196435,0.550378,0.197112,0.531671,0.193788,170.90940145096226,176.01845197944553,138.06959485229743,151.8289562207376,175.98563755330244,163.98686779665692,179.8612641384319,165.96589519188657,178.9371584894682,-0.010938000000000003,0.025385999999999964,-0.10663599999999998,-0.10595899999999997,-0.10694400000000001,13.759361368440182,5.109050528483266,11.998769756645515,bad
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0090.jpg,v_BodyWeightSquats_g18_c04,squats,train,90,0.596907,0.299972,0.511039,0.297438,0.506879,0.344298,0.429332,0.330253,0.406044,0.331419,0.355555,0.333467,0.572572,0.573286,0.514999,0.564805,0.564061,0.769428,0.489136,0.744868,0.569784,0.942666,0.468703,0.915022,0.518452,0.189175,0.556363,0.188154,0.535917,0.184373,175.62305302289337,178.67313419975707,146.5076107774276,160.6129078258892,177.39637261730886,170.97770885311945,175.34436329657464,171.62100637614543,174.91175031270564,-0.005722999999999923,0.020433000000000034,-0.110797,-0.11181800000000003,-0.11306499999999997,14.105297048461608,3.0500811768636993,6.418663764189404,bad
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0091.jpg,v_BodyWeightSquats_g18_c04,squats,train,91,0.59753,0.302277,0.513491,0.297775,0.503437,0.337638,0.436113,0.327933,0.393951,0.315953,0.365963,0.328182,0.568235,0.57561,0.513321,0.565191,0.560147,0.776164,0.487059,0.749004,0.565984,0.934517,0.473597,0.91943,0.51832,0.193855,0.556339,0.193541,0.536322,0.188707,175.57937163159,176.38512823067092,148.20012741087507,158.90981647924949,176.1917980800085,171.90532380136895,174.2418511680529,173.6380103048633,173.88237020324527,-0.005837000000000092,0.01346200000000003,-0.10842200000000002,-0.10873600000000003,-0.109068,10.709689068374416,0.8057565990809223,4.2864742786395595,bad
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0092.jpg,v_BodyWeightSquats_g18_c04,squats,train,92,0.597486,0.300304,0.51446,0.294392,0.503047,0.324567,0.436238,0.325153,0.390872,0.305902,0.367305,0.316846,0.565625,0.574004,0.512486,0.563163,0.554572,0.772586,0.48697,0.743274,0.560434,0.936488,0.469713,0.908761,0.519161,0.189373,0.556174,0.189547,0.537972,0.185938,174.76570748499188,177.88944649549885,156.14424157568826,151.6609759454152,176.54577132009786,172.35738445747015,174.18056936670405,173.36540658904943,173.35999132803434,-0.005862000000000034,0.017257000000000022,-0.110931,-0.11075700000000002,-0.108454,4.483265630273053,3.1237390105069665,4.188386862627709,bad
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0093.jpg,v_BodyWeightSquats_g18_c04,squats,train,93,0.59305,0.301834,0.512592,0.294041,0.49837,0.327387,0.43387,0.318752,0.386228,0.305409,0.363725,0.313579,0.565447,0.580652,0.511438,0.566425,0.554564,0.781127,0.480387,0.745851,0.555819,0.945247,0.466451,0.915225,0.518265,0.190323,0.554817,0.188226,0.5363,0.1843,176.45428330506746,174.88524764737724,153.80780571426254,158.35479912815254,177.45322101763816,170.42445765389255,175.85873992139213,172.89345721027934,174.34593073552875,-0.0012550000000000061,0.013936000000000004,-0.111511,-0.11360799999999999,-0.109741,4.546993413889993,1.5690356576902218,7.028763363745611,bad
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0094.jpg,v_BodyWeightSquats_g18_c04,squats,train,94,0.585566,0.29922,0.506443,0.30049,0.500545,0.338287,0.43006,0.324911,0.384509,0.316908,0.359065,0.314939,0.57958,0.579852,0.518286,0.569782,0.556977,0.785202,0.46923,0.737777,0.567843,0.939472,0.459236,0.916081,0.512241,0.19007,0.548204,0.192694,0.532127,0.189046,169.68963404119268,166.92974905355732,144.88186784075526,154.27430126843564,174.9405506466989,161.20355365352364,179.35214427825403,167.80497036010377,178.77708536916873,-0.010865999999999931,0.009994000000000003,-0.10915,-0.10652599999999998,-0.11144399999999999,9.392433427680373,2.7598849876353597,13.736996993175268,bad
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0095.jpg,v_BodyWeightSquats_g18_c04,squats,train,95,0.576548,0.343359,0.490811,0.357194,0.49463,0.36313,0.408554,0.360359,0.377,0.344689,0.335466,0.340393,0.589779,0.616435,0.522684,0.612565,0.545738,0.79673,0.448343,0.727152,0.5634,0.924027,0.45618,0.915923,0.499307,0.27256,0.534854,0.260313,0.51353,0.259862,158.37384796358256,144.64821199403974,157.52114509611303,162.51709910426888,163.49911388376222,139.91121567728436,172.32436430265844,160.52053113345025,177.22565812009495,-0.017662000000000067,-0.007836999999999983,-0.070799,-0.08304600000000001,-0.09733200000000003,4.995954008155849,13.725635969542822,23.58789820647786,good
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0096.jpg,v_BodyWeightSquats_g18_c04,squats,train,96,0.546561,0.402877,0.501341,0.410534,0.455494,0.411442,0.413202,0.407075,0.355663,0.367198,0.337856,0.372808,0.588883,0.640456,0.536605,0.633972,0.540991,0.814687,0.434218,0.741859,0.572995,0.91076,0.467548,0.915405,0.478777,0.325308,0.515852,0.318854,0.505071,0.31327,146.20624856360536,125.62684662816186,150.7245475881367,157.79140421424964,154.52966299229823,127.52959113015343,166.535448073033,157.24463593491993,169.89922752488778,-0.03200400000000003,-0.033330000000000026,-0.077569,-0.08402299999999996,-0.09726400000000002,7.066856626112951,20.5794019354435,27.000071862144793,good
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0097.jpg,v_BodyWeightSquats_g18_c04,squats,train,97,0.546522,0.470688,0.489526,0.46587,0.448339,0.513519,0.408724,0.469105,0.35807,0.431175,0.326249,0.422059,0.598301,0.696256,0.547573,0.680533,0.525212,0.828388,0.423889,0.744831,0.5755,0.904253,0.457552,0.919084,0.460439,0.378932,0.500862,0.378821,0.487425,0.373883,117.5118702412414,106.53400580175173,114.06011295973511,148.0055833400261,138.12250355939238,102.33651775895608,160.81583811392716,144.19372976489754,167.07165017455867,-0.050288,-0.033663,-0.091756,-0.09186699999999998,-0.09198699999999999,33.945470380291,10.977864439489665,35.78598580043631,good
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0098.jpg,v_BodyWeightSquats_g18_c04,squats,train,98,0.544947,0.510016,0.47916,0.500197,0.448461,0.560001,0.400314,0.509675,0.335843,0.498402,0.328542,0.483942,0.595308,0.723348,0.53525,0.706325,0.523113,0.830768,0.423918,0.750982,0.561083,0.931636,0.456335,0.919942,0.460595,0.429336,0.505118,0.425998,0.481842,0.417248,125.46767946022027,100.99558645197253,123.93589027838864,153.42053852910578,132.81309903285535,96.63416065048698,157.38619187049662,144.50227491619268,166.7173264861446,-0.03796999999999995,-0.032416999999999974,-0.08068000000000003,-0.08401800000000004,-0.082949,29.484648250717143,24.47209300824774,36.17893838236837,good
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0099.jpg,v_BodyWeightSquats_g18_c04,squats,train,99,0.534458,0.560653,0.464478,0.536092,0.433024,0.587852,0.391238,0.52314,0.330383,0.532021,0.316321,0.504166,0.597927,0.766727,0.540524,0.75617,0.520683,0.834704,0.415953,0.745768,0.56963,0.915513,0.454074,0.918523,0.453634,0.475047,0.498989,0.473316,0.477883,0.460371,100.1449174065047,72.7829743538057,136.44576076702532,175.8150441081387,114.23034142408669,66.16460062799257,152.11334241720925,132.90336742252236,162.88153646042116,-0.04894699999999996,-0.03812099999999996,-0.08560599999999996,-0.08733699999999994,-0.07572100000000004,39.36928334111337,27.361943052699004,48.06574079609412,good
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0100.jpg,v_BodyWeightSquats_g18_c04,squats,train,100,0.535783,0.585712,0.461323,0.561473,0.441191,0.620373,0.388008,0.565588,0.331895,0.580027,0.316694,0.563886,0.593666,0.783848,0.535645,0.777105,0.524059,0.838972,0.41372,0.750735,0.574179,0.919817,0.4568,0.924376,0.449277,0.490815,0.491846,0.499417,0.473098,0.485907,96.57990004950645,63.862389019252106,139.61443861582245,175.41894912444226,112.0917363042001,58.77846052370358,155.55882218149682,132.81900252198557,163.71482983790048,-0.05011999999999994,-0.04308000000000001,-0.09489700000000001,-0.08629500000000001,-0.07556600000000002,35.80451050861981,32.71751103025434,53.31327578049652,good
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0101.jpg,v_BodyWeightSquats_g18_c04,squats,train,101,0.533058,0.59837,0.449592,0.579581,0.446184,0.638712,0.368863,0.580748,0.334195,0.589554,0.306754,0.571546,0.596342,0.796977,0.522948,0.773338,0.531435,0.832889,0.41212,0.746959,0.56119,0.876333,0.450799,0.885654,0.454959,0.506456,0.49785,0.509992,0.472447,0.49571,84.54763746678854,61.029115582027465,131.39178527827283,170.74353862054832,101.28111871613358,55.87517335420922,138.4343318256089,126.54774374611723,162.32598940872114,-0.029754999999999976,-0.03867900000000002,-0.09191399999999994,-0.08837799999999996,-0.08387100000000003,39.35175334227549,23.51852188476108,45.40594536192436,good
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0102.jpg,v_BodyWeightSquats_g18_c04,squats,train,102,0.533088,0.599182,0.449068,0.579173,0.44579,0.640548,0.36886,0.580796,0.335646,0.592855,0.308613,0.575655,0.595089,0.797776,0.520499,0.773819,0.528769,0.830975,0.408163,0.745236,0.565293,0.869009,0.451196,0.873298,0.455662,0.505339,0.498449,0.50861,0.472427,0.493913,72.75227990905127,57.1504690567441,131.23321184155293,173.9623166476492,99.25364186598814,55.57240803005485,139.96257084424133,124.98453802455641,162.66156027919362,-0.036524,-0.04303299999999999,-0.09384300000000001,-0.09057199999999999,-0.08526000000000006,42.729104806096274,15.601810852307167,43.68123383593329,good
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0103.jpg,v_BodyWeightSquats_g18_c04,squats,train,103,0.534734,0.577179,0.458383,0.554107,0.442451,0.61354,0.385876,0.551364,0.335449,0.572533,0.316377,0.547347,0.594602,0.774093,0.53592,0.766987,0.52668,0.835881,0.411255,0.755415,0.570058,0.899871,0.450181,0.912896,0.453355,0.487012,0.49806,0.491141,0.473101,0.477543,98.15964027711921,70.81271870862071,137.52607727758834,178.85285420397517,115.38157081612478,64.68366466225878,152.04725437258247,129.54758023241234,163.08900016451747,-0.04337799999999992,-0.038926000000000016,-0.090167,-0.086038,-0.07656400000000002,41.32677692638683,27.3469215684985,50.697906153866,good
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0104.jpg,v_BodyWeightSquats_g18_c04,squats,train,104,0.540911,0.541691,0.465259,0.539275,0.455025,0.586578,0.39212,0.550437,0.329575,0.541012,0.316443,0.53255,0.597228,0.743746,0.536702,0.73825,0.521144,0.832732,0.415658,0.753767,0.578231,0.881632,0.453322,0.920214,0.458821,0.452467,0.501694,0.458857,0.47658,0.449227,90.05213701043547,84.55479037621589,132.44477705801324,158.02423392197903,123.8949033592376,77.55414634220554,156.58123649519482,135.63073173157102,164.42562435397494,-0.057087,-0.037663999999999975,-0.08922400000000003,-0.08283400000000002,-0.09004799999999996,25.579456863965788,5.497346634219582,46.34075701703206,good
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0105.jpg,v_BodyWeightSquats_g18_c04,squats,train,105,0.551557,0.484711,0.476404,0.493041,0.472387,0.520624,0.403575,0.503421,0.352467,0.496088,0.319318,0.482245,0.588019,0.696952,0.525486,0.690497,0.531465,0.822779,0.424336,0.747782,0.56354,0.912921,0.458954,0.919085,0.466097,0.401911,0.504043,0.403309,0.488062,0.400753,136.21106536546762,108.09965066459347,144.03668942370902,157.7805503658327,146.05004999886077,105.56527825659,163.78537969295758,149.81280158715083,170.25185733851194,-0.032075000000000076,-0.03461799999999998,-0.08279999999999998,-0.08140200000000003,-0.09228799999999998,13.743860942123689,28.11141470087415,40.484771742270766,good
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0106.jpg,v_BodyWeightSquats_g18_c04,squats,train,106,0.55752,0.443653,0.488052,0.454012,0.462082,0.466843,0.407564,0.471258,0.3412,0.433138,0.320035,0.44204,0.586192,0.66488,0.526376,0.656943,0.539856,0.821746,0.429983,0.74317,0.570972,0.896327,0.459597,0.907305,0.472723,0.358863,0.510135,0.357288,0.496374,0.35437,140.89712547973187,121.58621993941006,150.76274888550736,149.44659491679639,156.15894521967334,121.11927205539546,168.85295585022502,154.37069441071176,172.61517845842295,-0.031116000000000033,-0.029613999999999974,-0.08479000000000003,-0.08636500000000003,-0.09964200000000001,1.316153968710978,19.310905540321812,35.039673164277886,good
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0107.jpg,v_BodyWeightSquats_g18_c04,squats,train,107,0.561221,0.404257,0.484917,0.405586,0.449258,0.426536,0.40365,0.412668,0.347812,0.391574,0.332738,0.391372,0.594287,0.641217,0.525232,0.635906,0.549505,0.812593,0.436541,0.739903,0.57782,0.920013,0.460289,0.913003,0.478109,0.323243,0.516858,0.31534,0.502308,0.312154,150.58873632565658,131.7299043649081,149.7300725120992,158.30346471818538,157.41164903114762,129.61327026068838,168.67582469664615,156.88126670874385,172.0559263489271,-0.02831499999999998,-0.02374799999999999,-0.08101399999999997,-0.08891699999999997,-0.09343200000000002,8.573392206086169,18.85883196074849,27.798378770459237,good
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0108.jpg,v_BodyWeightSquats_g18_c04,squats,train,108,0.576145,0.346921,0.492008,0.35549,0.483586,0.368594,0.408187,0.363523,0.369081,0.351905,0.337668,0.336163,0.589456,0.608197,0.521337,0.603584,0.553266,0.798526,0.448198,0.737009,0.574996,0.936549,0.458145,0.91025,0.490859,0.265257,0.5316,0.262156,0.514947,0.257723,160.28692100980524,147.98377515884945,158.52887687346367,153.32030411464507,166.31752306283008,144.52787918342713,174.5618851573449,161.61444695864787,177.08309365306218,-0.021729999999999916,-0.00994700000000004,-0.08166399999999996,-0.08476499999999998,-0.09776699999999999,5.208572758818605,12.303145850955786,21.789643879402945,good
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0109.jpg,v_BodyWeightSquats_g18_c04,squats,train,109,0.58302,0.325516,0.499608,0.335087,0.49309,0.346413,0.421144,0.349159,0.373317,0.330661,0.34485,0.330479,0.583788,0.59679,0.519824,0.594333,0.554457,0.801571,0.456059,0.743419,0.574967,0.948279,0.458904,0.926049,0.499491,0.232015,0.54031,0.230436,0.520428,0.227578,163.8903824333383,155.95078452842955,159.4259362344964,156.07448675521363,171.6866245542763,152.38437938343088,178.3999777381273,165.13460450452058,179.83049489864035,-0.020510000000000028,-0.0028449999999999864,-0.09350100000000003,-0.09508000000000003,-0.10750900000000002,3.3514494792827634,7.939597904908737,19.302245170845424,bad
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0110.jpg,v_BodyWeightSquats_g18_c04,squats,train,110,0.589797,0.304833,0.508495,0.303961,0.494801,0.322653,0.424599,0.318903,0.379266,0.301819,0.347836,0.298269,0.575107,0.580618,0.515677,0.57238,0.556801,0.786369,0.469203,0.73892,0.563293,0.953387,0.46345,0.924994,0.510673,0.207129,0.549393,0.204541,0.533634,0.200401,172.6895898832187,166.17873985719248,159.1533232711975,154.85569938100375,177.96444955723288,162.87519756581378,178.76594046265205,170.04224367251297,176.95056751950182,-0.006492000000000053,0.005753000000000008,-0.09770400000000001,-0.10029200000000002,-0.10355999999999999,4.297623890193762,6.510850026026219,15.089251991419104,bad
outputs/frames\train\squats\v_BodyWeightSquats_g18_c04\frame_0111.jpg,v_BodyWeightSquats_g18_c04,squats,train,111,0.59577,0.300764,0.513823,0.296107,0.498221,0.314142,0.426147,0.312346,0.381422,0.291833,0.346354,0.285604,0.564655,0.582868,0.506502,0.569167,0.558031,0.78792,0.476447,0.743198,0.557038,0.949973,0.463203,0.917858,0.515754,0.193492,0.555943,0.192247,0.53591,0.187411,178.50018482625205,174.53781142528496,161.37750651367065,150.9785035739283,175.55604664981342,171.737422810412,174.89452218837224,174.45720768456923,173.7057507460908,0.0009930000000000216,0.013244000000000034,-0.10727199999999998,-0.10851699999999997,-0.10869600000000001,10.39900293974236,3.9623734009670954,3.8186238394014254,bad
outputs/frames\train\squats\v_BodyWeightSquats_g19_c01\frame_0000.jpg,v_BodyWeightSquats_g19_c01,squats,train,0,0.489797,0.388763,0.411355,0.39394,0.522958,0.428142,0.380332,0.434862,0.558754,0.466884,0.364424,0.478608,0.475026,0.540884,0.424562,0.539245,0.520486,0.605488,0.384843,0.602993,0.526734,0.71769,0.376544,0.716428,0.448469,0.342056,0.466059,0.333687,0.430761,0.335616,148.0541736588181,152.25873145642453,177.3594542355551,162.81695774584284,139.32092928603953,142.881004025518,158.15201359042572,159.64312067589972,174.45356123764412,-0.006248000000000031,0.008299,-0.046707,-0.055076000000000014,-0.05832399999999999,14.54249648971225,4.204557797606441,3.560074739478466,good
outputs/frames\train\squats\v_BodyWeightSquats_g19_c01\frame_0001.jpg,v_BodyWeightSquats_g19_c01,squats,train,1,0.489483,0.388116,0.411488,0.39228,0.521558,0.428016,0.380435,0.434354,0.55851,0.4666,0.364256,0.478332,0.474805,0.538476,0.424686,0.537852,0.520266,0.605505,0.384844,0.602957,0.526683,0.716607,0.376521,0.715931,0.448632,0.34228,0.466015,0.333787,0.430998,0.33527,149.15924387460672,152.74815840727794,175.0305761429682,163.76775393841044,140.27819828623356,143.35429923941757,158.1870414014841,159.684832856701,174.42411781351984,-0.006417000000000006,0.008323000000000025,-0.04583600000000004,-0.054329000000000016,-0.057010000000000005,11.26282220455775,3.5889145326712253,3.0761009531840102,good
outputs/frames\train\squats\v_BodyWeightSquats_g19_c01\frame_0002.jpg,v_BodyWeightSquats_g19_c01,squats,train,2,0.486502,0.406613,0.411425,0.417179,0.51911,0.439216,0.378965,0.453195,0.556909,0.465795,0.366727,0.490315,0.47252,0.551304,0.423343,0.550986,0.523439,0.609598,0.382624,0.613707,0.526104,0.723674,0.377588,0.721332,0.449559,0.365618,0.465272,0.355759,0.430684,0.359943,140.2014389689048,149.68694248774088,170.11646151597748,156.21878979343853,133.343635479818,141.91813272236223,157.21169209308877,159.87530605268583,174.48003755794838,-0.0026650000000000285,0.0050360000000000404,-0.040995000000000004,-0.05085400000000001,-0.05723600000000001,13.897671722538945,9.485503518836083,8.574497242544226,good
outputs/frames\train\squats\v_BodyWeightSquats_g19_c01\frame_0003.jpg,v_BodyWeightSquats_g19_c01,squats,train,3,0.486892,0.437912,0.414127,0.451545,0.502989,0.476058,0.395106,0.490023,0.516557,0.464623,0.396267,0.473806,0.476,0.577574,0.424429,0.576963,0.525671,0.609027,0.379952,0.612597,0.527106,0.722311,0.379998,0.72013,0.449108,0.401358,0.462234,0.391188,0.432233,0.398439,123.06876669139706,128.676359955745,72.75528985620583,22.211876356240733,117.8836697366844,124.00508195361587,156.09266357508204,158.06270685652467,175.54010222468855,-0.001434999999999964,-4.599999999999049e-05,-0.03655400000000003,-0.04672400000000004,-0.05310599999999999,50.5434134999651,5.6075932643479405,6.121412216931475,good
outputs/frames\train\squats\v_BodyWeightSquats_g19_c01\frame_0004.jpg,v_BodyWeightSquats_g19_c01,squats,train,4,0.486604,0.479765,0.417583,0.485227,0.502201,0.520593,0.398123,0.528646,0.490454,0.478102,0.42278,0.482886,0.473281,0.605561,0.427092,0.605072,0.527714,0.616463,0.378798,0.62107,0.524794,0.722725,0.380173,0.72625,0.450459,0.43456,0.463975,0.430124,0.43682,0.433091,99.7514525072146,107.57909789112922,5.456917598183563,4.178938565119812,95.27987638402527,103.79150298539774,150.22085545609207,154.29740067389753,173.9539381846869,0.0029200000000000337,-0.0013749999999999596,-0.045204999999999995,-0.04964099999999999,-0.052136000000000016,1.277979033063751,7.8276453839146285,8.51162660137247,good
outputs/frames\train\squats\v_BodyWeightSquats_g19_c01\frame_0005.jpg,v_BodyWeightSquats_g19_c01,squats,train,5,0.493167,0.483549,0.424363,0.482396,0.499249,0.530233,0.40403,0.521357,0.475802,0.496923,0.437481,0.477991,0.470645,0.605208,0.427695,0.602198,0.520445,0.624236,0.382265,0.624696,0.523333,0.726541,0.379091,0.730561,0.455221,0.434875,0.468899,0.431138,0.442055,0.436449,112.52822197878254,118.06293755078426,27.71968967444595,10.087469191421727,100.423171189948,114.7525159236638,146.03930458587666,157.6678661458453,169.5116626228225,-0.0028880000000000017,0.00317400000000001,-0.048673999999999995,-0.052410999999999985,-0.045947000000000016,17.63222048302422,5.534715572001716,14.3293447337158,good
outputs/frames\train\squats\v_BodyWeightSquats_g19_c01\frame_0006.jpg,v_BodyWeightSquats_g19_c01,squats,train,6,0.488208,0.483446,0.419719,0.482732,0.511893,0.497515,0.390141,0.503697,0.491217,0.467228,0.42719,0.471667,0.471669,0.601447,0.427089,0.598142,0.520831,0.622427,0.382085,0.626871,0.522914,0.725649,0.378762,0.731811,0.452994,0.433061,0.466062,0.431132,0.43989,0.433673,114.26649494491595,124.3663914451769,24.97056236184669,5.518603197776701,105.13186488510328,118.89879843898633,149.60059733460577,156.46894640616546,172.0210652369847,-0.002082999999999946,0.0033230000000000204,-0.05038500000000001,-0.05231399999999997,-0.04905900000000002,19.451959164069986,10.099896500260954,13.76693355388305,good
outputs/frames\train\squats\v_BodyWeightSquats_g19_c01\frame_0007.jpg,v_BodyWeightSquats_g19_c01,squats,train,7,0.486705,0.450901,0.414499,0.450925,0.501291,0.493193,0.389773,0.486413,0.496635,0.480409,0.421366,0.486507,0.470595,0.572011,0.422771,0.570974,0.52081,0.617555,0.379239,0.627,0.521709,0.724647,0.37921,0.728895,0.451497,0.400581,0.46551,0.391813,0.431114,0.400199,132.68829354751745,142.1691267477284,1.036594420699329,55.304196023340104,124.63037248546847,138.21110047502563,153.90854472549816,160.6371604780761,172.4226681747818,-0.0008989999999999831,2.9000000000001247e-05,-0.050319999999999976,-0.059087999999999974,-0.05072599999999999,54.267601602640774,9.480833200210952,13.580727989557161,good
outputs/frames\train\squats\v_BodyWeightSquats_g19_c01\frame_0008.jpg,v_BodyWeightSquats_g19_c01,squats,train,8,0.488092,0.401991,0.412443,0.409521,0.512925,0.439316,0.385869,0.457975,0.53052,0.462256,0.400699,0.47989,0.472763,0.545244,0.425086,0.543512,0.516674,0.610442,0.381242,0.614506,0.525232,0.719217,0.377884,0.721425,0.4491,0.356906,0.462284,0.348363,0.432282,0.353416,150.5380720567993,150.10041173406591,176.1417456629426,117.1713485784353,139.9318059322844,142.91125797093784,157.10923792996775,159.75084141631788,173.89184977292248,-0.008558000000000066,0.0033580000000000276,-0.045084999999999986,-0.05362800000000001,-0.056105000000000016,58.97039708450731,0.43766032273339306,2.9794520386534487,bad
outputs/frames\train\squats\v_BodyWeightSquats_g19_c01\frame_0009.jpg,v_BodyWeightSquats_g19_c01,squats,train,9,0.488538,0.36923,0.409909,0.374954,0.51857,0.41927,0.380155,0.428462,0.5477,0.468701,0.38595,0.479732,0.471159,0.51745,0.422961,0.517601,0.513392,0.601263,0.384791,0.612957,0.524417,0.723265,0.377188,0.727387,0.446704,0.318773,0.460617,0.314031,0.433433,0.315802,158.42018465808934,161.98542605606454,179.51975452413683,144.47406224194535,146.56913040907338,152.95629295282714,158.80448873636468,162.46360547029457,173.31219783983485,-0.011025000000000063,0.007602999999999971,-0.05045700000000003,-0.055199,-0.05915199999999998,35.04569228219148,3.5652413979752,6.38716254375376,bad
outputs/frames\train\squats\v_BodyWeightSquats_g19_c01\frame_0010.jpg,v_BodyWeightSquats_g19_c01,squats,train,10,0.488973,0.337745,0.408743,0.335304,0.512511,0.410021,0.383502,0.409479,0.53856,0.470782,0.38271,0.481056,0.470443,0.489011,0.422013,0.488083,0.50211,0.591513,0.395621,0.597342,0.520543,0.71885,0.381906,0.727123,0.444918,0.271659,0.459348,0.265537,0.435195,0.267731,171.0684935547283,172.45230243064296,174.83210662064096,161.84072237061895,155.84798887068177,161.45587446533997,160.71914374446783,165.51125257112295,173.01578735540306,-0.018433000000000033,0.013714999999999977,-0.06608600000000003,-0.072208,-0.067573,12.991384250022008,1.3838088759146672,5.6078855946582,bad
outputs/frames\train\squats\v_BodyWeightSquats_g19_c01\frame_0011.jpg,v_BodyWeightSquats_g19_c01,squats,train,11,0.49065,0.329692,0.410415,0.324532,0.508136,0.404002,0.390825,0.400507,0.528964,0.471369,0.388931,0.478107,0.473849,0.47166,0.423921,0.471775,0.498238,0.591765,0.401852,0.5922,0.520108,0.718415,0.38346,0.726464,0.447594,0.254704,0.464954,0.25285,0.434883,0.253201,178.3173801574645,177.4145319515001,176.0597675816844,166.93908603321495,161.77207073862675,164.37429062619535,162.63279405659657,165.73227666767175,173.2504653606886,-0.02187,0.018391999999999964,-0.074988,-0.07684199999999997,-0.07133099999999998,9.120681548469463,0.9028482059644034,2.6022198875685945,bad
outputs/frames\train\squats\v_BodyWeightSquats_g19_c01\frame_0012.jpg,v_BodyWeightSquats_g19_c01,squats,train,12,0.487754,0.327125,0.415031,0.320471,0.496711,0.404911,0.399637,0.398012,0.508956,0.47637,0.402057,0.475092,0.473215,0.473976,0.429326,0.472115,0.492072,0.592948,0.407679,0.591881,0.520063,0.720786,0.384962,0.725697,0.443886,0.256036,0.463021,0.252636,0.436078,0.253235,176.65541308857667,179.38633284160719,176.843210860304,166.97255734633924,165.33929776961205,164.36944626037155,163.59811575239823,164.6913401412352,174.3454586354602,-0.027991000000000044,0.022716999999999987,-0.07108900000000001,-0.07448899999999997,-0.06723600000000002,9.870653513964754,2.73091975303052,0.9698515092404989,bad
